Student ID,First Name,Last Name,Gender,Age,Date of Birth,Health Status,Disorder,State of Origin,LGA of residence,Home Address,Living Arrangement,Email,Grade Level,Stream,Extracurricular Activities,Admission Date,Graduation Date
STU124,Samuel,Aduku,Male,19,2005-10-10,Good,No,Benue,Ikorodu,"77, Road in Ikorodu, Lagos State",Boarding,samuel.aduku@laurelhigh.com,SS2,Commercial,None,2021-09-01,2022-06-30
STU125,Olamide,Tsadu,Female,16,2008-08-21,Poor,No,Nasarawa,Amuwo-Odofin,"15, Street in Amuwo-Odofin, Lagos State",Day,olamide.tsadu@laurelhigh.com,JSS3,General,"Sports, Drama",2017-09-01,2020-06-30
STU126,Joseph,Ibrahim,Female,18,2006-08-25,Average,Yes,Oyo,Lagos Mainland,"88, Street in Lagos Mainland, Lagos State",Day,joseph.ibrahim@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU127,Zahra,Andrew,Male,14,2010-09-25,Poor,No,Nasarawa,Badagry,"81, Road in Badagry, Lagos State",Boarding,zahra.andrew@laurelhigh.com,JSS3,General,None,2018-09-01,2021-06-30
STU128,Chidi,Oguntayo,Female,13,2011-06-13,Average,No,Zamfara,Badagry,"20, Road in Badagry, Lagos State",Day,chidi.oguntayo@laurelhigh.com,JSS3,General,None,2021-09-01,2024-06-30
STU129,Olatunde,Odugu,Male,11,2013-10-02,Poor,No,Kano,Ojo,"59, Road in Ojo, Lagos State",Day,olatunde.odugu@laurelhigh.com,JSS2,General,None,2020-09-01,2024-06-30
STU130,Adeola,Jayeola,Male,18,2006-03-12,Average,No,Ekiti,Badagry,"93, Avenue in Badagry, Lagos State",Boarding,adeola.jayeola@laurelhigh.com,JSS1,General,Sports,2019-09-01,2024-06-30
STU131,Sodiq,Onyeka,Female,11,2013-10-21,Good,No,Cross River,Badagry,"34, Road in Badagry, Lagos State",Day,sodiq.onyeka@laurelhigh.com,JSS1,General,Sports,2018-09-01,2023-06-30
STU132,Monisola,Okeke,Male,19,2005-02-08,Good,No,Gombe,Ifako-Ijaye,"87, Road in Ifako-Ijaye, Lagos State",Boarding,monisola.okeke@laurelhigh.com,SS2,General,"Sports, Music",2021-09-01,2022-06-30
STU133,Ugonma,Yekini,Female,10,2014-12-21,Average,No,Imo,Kosofe,"71, Road in Kosofe, Lagos State",Boarding,ugonma.yekini@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU134,Jamilu,Egbunu,Female,11,2013-01-06,Poor,Yes,Niger,Lagos Mainland,"65, Road in Lagos Mainland, Lagos State",Boarding,jamilu.egbunu@laurelhigh.com,JSS1,General,"Debate, Sports",2017-09-01,2022-06-30
STU135,Emmanuel,Okolie,Female,18,2006-06-07,Good,No,Zamfara,Apapa,"59, Street in Apapa, Lagos State",Boarding,emmanuel.okolie@laurelhigh.com,JSS2,General,Music,2019-09-01,2023-06-30
STU136,Mercy,Obi,Female,13,2011-07-01,Average,No,Ekiti,Ikorodu,"20, Street in Ikorodu, Lagos State",Day,mercy.obi@laurelhigh.com,JSS1,General,Sports,2019-09-01,2024-06-30
STU137,Omotomilola,Zarami,Male,13,2011-07-16,Average,No,Imo,Ifako-Ijaye,"68, Street in Ifako-Ijaye, Lagos State",Boarding,omotomilola.zarami@laurelhigh.com,SS3,Commercial,None,2020-09-01,2020-06-30
STU138,Agai,Ibrahim,Male,19,2005-03-21,Poor,No,Enugu,Apapa,"13, Road in Apapa, Lagos State",Day,agai.ibrahim@laurelhigh.com,SS3,Engineering,Debate,2021-09-01,2021-06-30
STU139,Ternenge,Oluwole,Male,15,2009-05-08,Average,No,Katsina,Surulere,"41, Avenue in Surulere, Lagos State",Day,ternenge.oluwole@laurelhigh.com,JSS1,General,None,2020-09-01,2025-06-30
STU140,Fidelis,Etim,Female,15,2009-09-12,Good,No,Gombe,Ajeromi-Ifelodun,"53, Street in Ajeromi-Ifelodun, Lagos State",Day,fidelis.etim@laurelhigh.com,SS3,Pure Science,None,2020-09-01,2020-06-30
STU141,Philip,Omora,Female,10,2014-03-03,Good,No,Gombe,Epe,"28, Avenue in Epe, Lagos State",Day,philip.omora@laurelhigh.com,SS2,Pure Science,Drama,2019-09-01,2020-06-30
STU142,Nwanyinnaya,Balogun,Male,18,2006-08-04,Poor,No,Akwa Ibom,Ikorodu,"32, Street in Ikorodu, Lagos State",Day,nwanyinnaya.balogun@laurelhigh.com,SS3,General,None,2020-09-01,2020-06-30
STU143,Kingsley,Osakwe,Male,19,2005-02-01,Poor,No,Akwa Ibom,Apapa,"76, Avenue in Apapa, Lagos State",Day,kingsley.osakwe@laurelhigh.com,SS3,Pure Science,"Sports, Drama",2020-09-01,2020-06-30
STU144,Funbi,Kelechi,Male,19,2005-07-16,Good,No,Edo,Kosofe,"56, Road in Kosofe, Lagos State",Day,funbi.kelechi@laurelhigh.com,JSS1,General,None,2018-09-01,2023-06-30
STU145,Hassan,Okafor,Male,10,2014-10-08,Poor,No,Kebbi,Ikeja,"79, Road in Ikeja, Lagos State",Boarding,hassan.okafor@laurelhigh.com,SS1,Pure Science,"Debate, Sports",2018-09-01,2020-06-30
STU146,Gerald,Kolapo,Female,20,2004-11-26,Good,Yes,Bauchi,Mushin,"68, Street in Mushin, Lagos State",Boarding,gerald.kolapo@laurelhigh.com,JSS3,General,"Drama, Debate",2021-09-01,2024-06-30
STU147,Sodiq,Baba,Female,16,2008-01-11,Average,Yes,Oyo,Lagos Island,"35, Street in Lagos Island, Lagos State",Boarding,sodiq.baba@laurelhigh.com,JSS3,General,"Drama, Sports",2021-09-01,2024-06-30
STU148,Edward,Ekanem,Female,13,2011-05-18,Poor,No,Kaduna,Ifako-Ijaye,"85, Street in Ifako-Ijaye, Lagos State",Day,edward.ekanem@laurelhigh.com,SS3,Art,Debate,2021-09-01,2021-06-30
STU149,Zahra,Ajayi,Male,15,2009-12-23,Good,No,Kano,Lagos Island,"76, Street in Lagos Island, Lagos State",Boarding,zahra.ajayi@laurelhigh.com,JSS2,General,Clubs,2017-09-01,2021-06-30
STU150,Muhammad,Osanyintipin,Female,10,2014-04-20,Poor,No,Zamfara,Amuwo-Odofin,"12, Street in Amuwo-Odofin, Lagos State",Day,muhammad.osanyintipin@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU151,Hassan,Amus,Female,15,2009-03-19,Average,No,Bauchi,Kosofe,"8, Street in Kosofe, Lagos State",Boarding,hassan.amus@laurelhigh.com,SS2,General,"Drama, Sports",2020-09-01,2021-06-30
STU152,Mansir,Saadu,Female,15,2009-12-14,Good,No,Plateau,Eti-Osa,"18, Street in Eti-Osa, Lagos State",Day,mansir.saadu@laurelhigh.com,SS2,Commercial,None,2018-09-01,2019-06-30
STU153,Binny,Oyedepo,Male,14,2010-12-01,Good,No,Taraba,Eti-Osa,"17, Street in Eti-Osa, Lagos State",Boarding,binny.oyedepo@laurelhigh.com,SS3,Pure Science,"Clubs, Sports",2017-09-01,2017-06-30
STU154,Abiodun,Olayinka,Male,17,2007-12-03,Good,No,Kaduna,Ifako-Ijaye,"19, Avenue in Ifako-Ijaye, Lagos State",Boarding,abiodun.olayinka@laurelhigh.com,JSS1,General,None,2019-09-01,2024-06-30
STU155,Ufedo,Oladipo,Female,13,2011-06-09,Average,No,Abuja,Mushin,"89, Street in Mushin, Lagos State",Day,ufedo.oladipo@laurelhigh.com,SS2,General,None,2021-09-01,2022-06-30
STU156,Adamu,Aminu,Male,15,2009-02-27,Good,No,Bayelsa,Surulere,"70, Avenue in Surulere, Lagos State",Boarding,adamu.aminu@laurelhigh.com,JSS3,General,Music,2017-09-01,2020-06-30
STU157,Blessing,Otu,Male,15,2009-02-11,Poor,Yes,Kwara,Agege,"34, Street in Agege, Lagos State",Day,blessing.otu@laurelhigh.com,JSS1,General,None,2018-09-01,2023-06-30
STU158,Mansir,Olorunfemi,Male,20,2004-07-06,Good,No,Rivers,Ojo,"22, Road in Ojo, Lagos State",Boarding,mansir.olorunfemi@laurelhigh.com,JSS1,General,None,2019-09-01,2024-06-30
STU159,Agai,Adebayo,Male,20,2004-04-04,Average,Yes,Osun,Shomolu,"37, Avenue in Shomolu, Lagos State",Day,agai.adebayo@laurelhigh.com,JSS1,General,Debate,2017-09-01,2022-06-30
STU160,Victoria,Jayeola,Female,14,2010-10-16,Poor,No,Abuja,Apapa,"85, Road in Apapa, Lagos State",Day,victoria.jayeola@laurelhigh.com,JSS1,General,None,2021-09-01,2026-06-30
STU161,Philip,Lawal,Female,17,2007-05-03,Average,No,Adamawa,Surulere,"63, Road in Surulere, Lagos State",Boarding,philip.lawal@laurelhigh.com,SS1,Art,None,2018-09-01,2020-06-30
STU162,Sodiq,Grace,Male,17,2007-04-27,Poor,No,Delta,Shomolu,"60, Avenue in Shomolu, Lagos State",Day,sodiq.grace@laurelhigh.com,JSS2,General,None,2021-09-01,2025-06-30
STU163,Tunde,Ibiam,Female,19,2005-01-27,Poor,No,Ebonyi,Ojo,"30, Road in Ojo, Lagos State",Day,tunde.ibiam@laurelhigh.com,JSS2,General,None,2017-09-01,2021-06-30
STU164,Philip,Ogundele,Female,10,2014-09-26,Average,No,Zamfara,Surulere,"65, Road in Surulere, Lagos State",Day,philip.ogundele@laurelhigh.com,JSS3,General,None,2017-09-01,2020-06-30
STU165,Patience,Yaro,Male,12,2012-02-22,Average,No,Gombe,Mushin,"6, Avenue in Mushin, Lagos State",Day,patience.yaro@laurelhigh.com,JSS3,General,"Drama, Clubs",2020-09-01,2023-06-30
STU166,Joseph,Ibrahim,Male,15,2009-08-28,Average,No,Osun,Ikorodu,"36, Road in Ikorodu, Lagos State",Boarding,joseph.ibrahim@laurelhigh.com,JSS1,General,Debate,2017-09-01,2022-06-30
STU167,Terhemba,Ekanem,Female,19,2005-02-19,Average,No,Borno,Ibeju-Lekki,"98, Street in Ibeju-Lekki, Lagos State",Boarding,terhemba.ekanem@laurelhigh.com,SS2,Engineering,"Debate, Drama",2019-09-01,2020-06-30
STU168,Mansir,Igbe,Female,14,2010-10-20,Good,No,Rivers,Kosofe,"52, Street in Kosofe, Lagos State",Day,mansir.igbe@laurelhigh.com,SS1,General,None,2018-09-01,2020-06-30
STU169,Abiodun,Ehanmo,Female,10,2014-05-09,Average,No,Rivers,Lagos Mainland,"44, Avenue in Lagos Mainland, Lagos State",Boarding,abiodun.ehanmo@laurelhigh.com,SS3,Art,None,2021-09-01,2021-06-30
STU170,Oluwaseun,Mohammed,Male,13,2011-07-24,Poor,No,Bayelsa,Apapa,"57, Street in Apapa, Lagos State",Boarding,oluwaseun.mohammed@laurelhigh.com,JSS3,General,"Sports, Music",2017-09-01,2020-06-30
STU171,Jafar,Yusuf,Female,18,2006-03-07,Good,No,Lagos,Ikeja,"73, Street in Ikeja, Lagos State",Day,jafar.yusuf@laurelhigh.com,SS3,General,None,2020-09-01,2020-06-30
STU172,Sani,Elkanah,Female,15,2009-07-21,Average,No,Enugu,Shomolu,"60, Road in Shomolu, Lagos State",Day,sani.elkanah@laurelhigh.com,SS3,Art,None,2021-09-01,2021-06-30
STU173,Zainab,Odugu,Male,15,2009-05-24,Good,No,Rivers,Ikorodu,"45, Street in Ikorodu, Lagos State",Day,zainab.odugu@laurelhigh.com,SS3,Commercial,None,2021-09-01,2021-06-30
STU174,Bassey,Ejugwu,Male,20,2004-04-09,Poor,No,Oyo,Oshodi-Isolo,"29, Road in Oshodi-Isolo, Lagos State",Day,bassey.ejugwu@laurelhigh.com,SS1,General,"Sports, Debate",2017-09-01,2019-06-30
STU175,Isah,Okolie,Male,19,2005-12-21,Poor,No,Abuja,Shomolu,"40, Road in Shomolu, Lagos State",Boarding,isah.okolie@laurelhigh.com,JSS2,General,"Debate, Drama",2018-09-01,2022-06-30
STU176,Gbenga,Ajibola,Female,19,2005-09-22,Poor,No,Ogun,Surulere,"14, Street in Surulere, Lagos State",Boarding,gbenga.ajibola@laurelhigh.com,SS3,Engineering,Clubs,2019-09-01,2019-06-30
STU177,Philip,Rasaki,Male,15,2009-06-28,Good,No,Plateau,Apapa,"36, Road in Apapa, Lagos State",Day,philip.rasaki@laurelhigh.com,JSS2,General,None,2019-09-01,2023-06-30
STU178,Hassan,Amus,Male,10,2014-05-09,Good,No,Akwa Ibom,Ikeja,"84, Avenue in Ikeja, Lagos State",Boarding,hassan.amus@laurelhigh.com,SS3,Pure Science,Clubs,2018-09-01,2018-06-30
STU179,Philip,Ene,Male,20,2004-05-28,Average,No,Kaduna,Amuwo-Odofin,"46, Road in Amuwo-Odofin, Lagos State",Boarding,philip.ene@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU180,Khadijah,Femi,Female,20,2004-02-08,Average,No,Katsina,Kosofe,"43, Road in Kosofe, Lagos State",Boarding,khadijah.femi@laurelhigh.com,JSS2,General,None,2019-09-01,2023-06-30
STU181,Dare,Udofia,Female,17,2007-10-19,Average,No,Sokoto,Ifako-Ijaye,"7, Road in Ifako-Ijaye, Lagos State",Boarding,dare.udofia@laurelhigh.com,SS3,Pure Science,"Clubs, Sports",2021-09-01,2021-06-30
STU182,Godwin,Jabbi,Female,13,2011-10-15,Poor,No,Nasarawa,Ikeja,"44, Avenue in Ikeja, Lagos State",Day,godwin.jabbi@laurelhigh.com,JSS1,General,Debate,2020-09-01,2025-06-30
STU183,Adewumi,Ogore,Female,14,2010-10-25,Average,No,Nasarawa,Ajeromi-Ifelodun,"27, Street in Ajeromi-Ifelodun, Lagos State",Boarding,adewumi.ogore@laurelhigh.com,JSS1,General,None,2021-09-01,2026-06-30
STU184,Omotola,Omora,Male,10,2014-04-24,Good,No,Cross River,Surulere,"5, Road in Surulere, Lagos State",Day,omotola.omora@laurelhigh.com,JSS2,General,"Clubs, Music",2021-09-01,2025-06-30
STU185,Fatai,Ahmad,Male,14,2010-07-17,Average,Yes,Kano,Lagos Mainland,"17, Street in Lagos Mainland, Lagos State",Boarding,fatai.ahmad@laurelhigh.com,JSS3,General,None,2020-09-01,2023-06-30
STU186,Patience,Yaro,Male,19,2005-07-22,Poor,Yes,Sokoto,Badagry,"68, Avenue in Badagry, Lagos State",Day,patience.yaro@laurelhigh.com,SS3,Pure Science,None,2019-09-01,2019-06-30
STU187,Patience,Yaro,Female,13,2011-04-24,Average,No,Akwa Ibom,Oshodi-Isolo,"94, Street in Oshodi-Isolo, Lagos State",Day,patience.yaro@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU188,Emmanuel,Igbe,Female,10,2014-11-04,Poor,No,Katsina,Epe,"77, Street in Epe, Lagos State",Boarding,emmanuel.igbe@laurelhigh.com,SS1,General,Debate,2021-09-01,2023-06-30
STU189,Isong,Isong,Female,12,2012-11-21,Poor,No,Osun,Amuwo-Odofin,"27, Road in Amuwo-Odofin, Lagos State",Day,isong.isong@laurelhigh.com,JSS1,General,Clubs,2018-09-01,2023-06-30
STU190,Mary,Chukwu,Male,11,2013-02-16,Poor,No,Plateau,Epe,"37, Street in Epe, Lagos State",Boarding,mary.chukwu@laurelhigh.com,JSS1,General,Clubs,2020-09-01,2025-06-30
STU191,Ugonma,Osanyintipin,Male,10,2014-04-23,Average,No,Bayelsa,Kosofe,"71, Avenue in Kosofe, Lagos State",Day,ugonma.osanyintipin@laurelhigh.com,SS3,Art,None,2019-09-01,2019-06-30
STU192,Ugonma,Ezeji,Female,11,2013-02-24,Good,No,Oyo,Ikeja,"100, Road in Ikeja, Lagos State",Boarding,ugonma.ezeji@laurelhigh.com,SS2,Art,None,2019-09-01,2020-06-30
STU193,Temitope,Baba,Male,10,2014-11-11,Average,No,Nasarawa,Kosofe,"38, Avenue in Kosofe, Lagos State",Day,temitope.baba@laurelhigh.com,JSS3,General,None,2021-09-01,2024-06-30
STU194,Kabiru,Aduku,Female,15,2009-05-24,Poor,No,Bauchi,Lagos Island,"57, Road in Lagos Island, Lagos State",Boarding,kabiru.aduku@laurelhigh.com,JSS1,General,None,2019-09-01,2024-06-30
STU195,Betty,Musa,Female,17,2007-03-04,Average,No,Edo,Surulere,"54, Road in Surulere, Lagos State",Boarding,betty.musa@laurelhigh.com,JSS1,General,"Music, Sports",2021-09-01,2026-06-30
STU196,Ayodele,Oluwole,Female,19,2005-10-01,Average,No,Oyo,Kosofe,"49, Avenue in Kosofe, Lagos State",Day,ayodele.oluwole@laurelhigh.com,SS3,Pure Science,"Sports, Debate",2020-09-01,2020-06-30
STU197,Abiodun,Yahaya,Male,20,2004-10-24,Average,No,Katsina,Agege,"68, Road in Agege, Lagos State",Boarding,abiodun.yahaya@laurelhigh.com,JSS3,General,Clubs,2019-09-01,2022-06-30
STU198,Sunday,Yaro,Male,20,2004-07-05,Poor,No,Kano,Lagos Mainland,"87, Road in Lagos Mainland, Lagos State",Boarding,sunday.yaro@laurelhigh.com,SS3,Engineering,None,2017-09-01,2017-06-30
STU199,Kabiru,Aduku,Female,17,2007-06-09,Poor,No,Ekiti,Apapa,"42, Street in Apapa, Lagos State",Day,kabiru.aduku@laurelhigh.com,JSS1,General,Debate,2020-09-01,2025-06-30
STU200,Ugonma,Uyieidem,Male,17,2007-08-11,Average,No,Edo,Ibeju-Lekki,"12, Avenue in Ibeju-Lekki, Lagos State",Boarding,ugonma.uyieidem@laurelhigh.com,JSS1,General,Sports,2018-09-01,2023-06-30
STU201,Godwin,Jabbi,Female,10,2014-10-21,Average,No,Kwara,Ikorodu,"12, Road in Ikorodu, Lagos State",Boarding,godwin.jabbi@laurelhigh.com,JSS2,General,Debate,2017-09-01,2021-06-30
STU202,Jamilu,Egbunu,Male,15,2009-10-16,Average,No,Nasarawa,Ajeromi-Ifelodun,"72, Road in Ajeromi-Ifelodun, Lagos State",Day,jamilu.egbunu@laurelhigh.com,SS2,Pure Science,None,2019-09-01,2020-06-30
STU203,Chukwunonso,Bello,Female,18,2006-02-02,Good,No,Ebonyi,Ikorodu,"48, Road in Ikorodu, Lagos State",Day,chukwunonso.bello@laurelhigh.com,SS3,Art,"Debate, Sports",2018-09-01,2018-06-30
STU204,Victoria,Eze,Female,17,2007-06-04,Poor,No,Adamawa,Mushin,"25, Road in Mushin, Lagos State",Boarding,victoria.eze@laurelhigh.com,SS2,Engineering,None,2021-09-01,2022-06-30
STU205,Ternenge,Ebi,Male,10,2014-01-18,Good,No,Lagos,Amuwo-Odofin,"68, Road in Amuwo-Odofin, Lagos State",Day,ternenge.ebi@laurelhigh.com,SS3,Pure Science,"Music, Clubs",2017-09-01,2017-06-30
STU206,Joseph,Ibrahim,Male,16,2008-04-09,Poor,No,Abia,Surulere,"78, Road in Surulere, Lagos State",Boarding,joseph.ibrahim@laurelhigh.com,JSS2,General,"Debate, Music",2019-09-01,2023-06-30
STU207,Samuel,Augustine,Female,15,2009-09-21,Average,No,Lagos,Ikorodu,"92, Road in Ikorodu, Lagos State",Day,samuel.augustine@laurelhigh.com,JSS1,General,Drama,2020-09-01,2025-06-30
STU208,Jafar,Yusuf,Female,20,2004-02-25,Good,No,Taraba,Ikorodu,"42, Road in Ikorodu, Lagos State",Boarding,jafar.yusuf@laurelhigh.com,JSS2,General,Debate,2018-09-01,2022-06-30
STU209,Sodiq,Onyeka,Female,10,2014-01-22,Average,No,Abuja,Ifako-Ijaye,"49, Street in Ifako-Ijaye, Lagos State",Boarding,sodiq.onyeka@laurelhigh.com,JSS1,General,Music,2019-09-01,2024-06-30
STU210,Nnedinma,Jabbi,Female,18,2006-08-04,Good,No,Nasarawa,Mushin,"5, Avenue in Mushin, Lagos State",Day,nnedinma.jabbi@laurelhigh.com,SS1,Art,Clubs,2017-09-01,2019-06-30
STU211,Saidu,Etim,Female,16,2008-06-18,Average,No,Sokoto,Surulere,"54, Road in Surulere, Lagos State",Day,saidu.etim@laurelhigh.com,JSS1,General,None,2019-09-01,2024-06-30
STU212,Mathew,Yusuf,Male,19,2005-04-10,Poor,No,Enugu,Ikorodu,"26, Road in Ikorodu, Lagos State",Day,mathew.yusuf@laurelhigh.com,JSS3,General,None,2021-09-01,2024-06-30
STU213,Esther,Jayeola,Male,18,2006-03-19,Average,No,Kwara,Shomolu,"34, Street in Shomolu, Lagos State",Day,esther.jayeola@laurelhigh.com,SS3,Commercial,None,2021-09-01,2021-06-30
STU214,Felicia,Uyieidem,Female,20,2004-05-16,Poor,No,Abia,Alimosho,"79, Road in Alimosho, Lagos State",Day,felicia.uyieidem@laurelhigh.com,SS2,Commercial,None,2017-09-01,2018-06-30
STU215,Zahra,Ibiam,Male,18,2006-09-18,Average,No,Taraba,Apapa,"21, Avenue in Apapa, Lagos State",Boarding,zahra.ibiam@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU216,Tolu,Eze,Male,19,2005-09-27,Average,No,Enugu,Mushin,"68, Avenue in Mushin, Lagos State",Day,tolu.eze@laurelhigh.com,SS2,General,Debate,2021-09-01,2022-06-30
STU217,Edward,Ogunyemi,Female,11,2013-09-24,Poor,No,Kwara,Surulere,"50, Avenue in Surulere, Lagos State",Day,edward.ogunyemi@laurelhigh.com,JSS2,General,"Drama, Debate",2017-09-01,2021-06-30
STU218,Olamide,Tsadu,Male,11,2013-09-18,Poor,Yes,Yobe,Badagry,"13, Street in Badagry, Lagos State",Boarding,olamide.tsadu@laurelhigh.com,JSS1,General,None,2021-09-01,2026-06-30
STU219,Ugonma,Ezeji,Male,16,2008-12-22,Good,No,Plateau,Ikorodu,"83, Street in Ikorodu, Lagos State",Day,ugonma.ezeji@laurelhigh.com,JSS1,General,Sports,2018-09-01,2023-06-30
STU220,Mohammed,Ebi,Male,11,2013-05-14,Average,No,Taraba,Ikorodu,"74, Street in Ikorodu, Lagos State",Boarding,mohammed.ebi@laurelhigh.com,JSS2,General,None,2018-09-01,2022-06-30
STU221,Ternenge,Osanyintipin,Male,20,2004-02-25,Good,No,Adamawa,Agege,"93, Road in Agege, Lagos State",Boarding,ternenge.osanyintipin@laurelhigh.com,SS2,General,None,2021-09-01,2022-06-30
STU222,Daniel,Ibrahim,Male,14,2010-07-13,Good,No,Zamfara,Apapa,"98, Avenue in Apapa, Lagos State",Day,daniel.ibrahim@laurelhigh.com,SS3,Pure Science,None,2021-09-01,2021-06-30
STU223,Adebayo,Ibrahim,Male,20,2004-11-26,Poor,No,Akwa Ibom,Eti-Osa,"19, Avenue in Eti-Osa, Lagos State",Day,adebayo.ibrahim@laurelhigh.com,SS3,General,Clubs,2019-09-01,2019-06-30
STU224,Fatima,Onyeka,Male,16,2008-02-10,Poor,No,Abuja,Epe,"69, Road in Epe, Lagos State",Day,fatima.onyeka@laurelhigh.com,JSS1,General,None,2019-09-01,2024-06-30
STU225,Emeka,Udo,Male,13,2011-11-26,Average,No,Kaduna,Shomolu,"15, Street in Shomolu, Lagos State",Boarding,emeka.udo@laurelhigh.com,JSS3,General,"Clubs, Debate",2021-09-01,2024-06-30
STU226,Emeke,Oni,Male,13,2011-08-11,Good,No,Niger,Ifako-Ijaye,"93, Road in Ifako-Ijaye, Lagos State",Day,emeke.oni@laurelhigh.com,JSS2,General,None,2020-09-01,2024-06-30
STU227,Mathew,Zarami,Female,19,2005-12-19,Average,No,Ekiti,Lagos Island,"85, Avenue in Lagos Island, Lagos State",Boarding,mathew.zarami@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU228,Olatunde,Sanbauna,Female,13,2011-11-14,Good,No,Abuja,Oshodi-Isolo,"92, Road in Oshodi-Isolo, Lagos State",Boarding,olatunde.sanbauna@laurelhigh.com,JSS2,General,None,2019-09-01,2023-06-30
STU229,Lovina,Njoku,Male,17,2007-03-21,Poor,No,Delta,Eti-Osa,"71, Street in Eti-Osa, Lagos State",Day,lovina.njoku@laurelhigh.com,SS1,Art,"Music, Drama",2019-09-01,2021-06-30
STU230,Adamu,Mmaduako,Female,19,2005-10-07,Average,Yes,Kogi,Agege,"75, Avenue in Agege, Lagos State",Day,adamu.mmaduako@laurelhigh.com,SS3,Commercial,Clubs,2017-09-01,2017-06-30
STU231,Yohanna,Ehanmo,Male,14,2010-09-17,Good,No,Akwa Ibom,Ibeju-Lekki,"18, Avenue in Ibeju-Lekki, Lagos State",Day,yohanna.ehanmo@laurelhigh.com,JSS1,General,Music,2019-09-01,2024-06-30
STU232,Ufedo,Oladipo,Female,19,2005-12-24,Poor,Yes,Gombe,Ibeju-Lekki,"85, Street in Ibeju-Lekki, Lagos State",Day,ufedo.oladipo@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU233,Abiodun,Yahaya,Female,10,2014-09-26,Good,No,Katsina,Oshodi-Isolo,"86, Street in Oshodi-Isolo, Lagos State",Day,abiodun.yahaya@laurelhigh.com,JSS2,General,"Sports, Clubs",2018-09-01,2022-06-30
STU234,Ugonma,Osanyintipin,Female,19,2005-03-13,Average,No,Ogun,Shomolu,"70, Road in Shomolu, Lagos State",Boarding,ugonma.osanyintipin@laurelhigh.com,SS1,Engineering,Sports,2019-09-01,2021-06-30
STU235,Ngozi,Mohammed,Male,15,2009-08-20,Poor,No,Kaduna,Surulere,"45, Avenue in Surulere, Lagos State",Day,ngozi.mohammed@laurelhigh.com,JSS1,General,None,2020-09-01,2025-06-30
STU236,Mhungur,Ekanem,Female,12,2012-10-23,Good,No,Kebbi,Ikeja,"21, Avenue in Ikeja, Lagos State",Boarding,mhungur.ekanem@laurelhigh.com,SS3,Pure Science,"Sports, Debate",2020-09-01,2020-06-30
STU237,Ternenge,Adesakin,Male,13,2011-10-19,Good,No,Gombe,Agege,"6, Street in Agege, Lagos State",Day,ternenge.adesakin@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU238,Esther,Lawal,Female,16,2008-11-01,Average,No,Katsina,Badagry,"77, Road in Badagry, Lagos State",Boarding,esther.lawal@laurelhigh.com,SS3,General,None,2019-09-01,2019-06-30
STU239,Paul,Ibiam,Female,12,2012-10-22,Average,No,Kaduna,Epe,"75, Street in Epe, Lagos State",Day,paul.ibiam@laurelhigh.com,JSS3,General,Drama,2020-09-01,2023-06-30
STU240,Franklin,Adebayo,Female,11,2013-09-28,Average,No,Imo,Ikeja,"3, Street in Ikeja, Lagos State",Day,franklin.adebayo@laurelhigh.com,SS3,Art,Music,2018-09-01,2018-06-30
STU241,Lilian,Okorie,Female,11,2013-03-20,Poor,No,Ondo,Ifako-Ijaye,"62, Road in Ifako-Ijaye, Lagos State",Day,lilian.okorie@laurelhigh.com,JSS3,General,"Debate, Clubs",2021-09-01,2024-06-30
STU242,Oladipupo,Ekpe,Female,17,2007-06-19,Poor,No,Ogun,Oshodi-Isolo,"99, Avenue in Oshodi-Isolo, Lagos State",Boarding,oladipupo.ekpe@laurelhigh.com,SS3,General,None,2017-09-01,2017-06-30
STU243,Edward,Ekanem,Male,19,2005-05-07,Average,No,Kaduna,Eti-Osa,"70, Avenue in Eti-Osa, Lagos State",Boarding,edward.ekanem@laurelhigh.com,JSS1,General,Sports,2021-09-01,2026-06-30
STU244,Umar,Omora,Female,15,2009-07-21,Poor,No,Jigawa,Ojo,"14, Street in Ojo, Lagos State",Boarding,umar.omora@laurelhigh.com,JSS3,General,"Debate, Drama",2019-09-01,2022-06-30
STU245,Sani,Egbon,Female,18,2006-06-18,Good,No,Jigawa,Ikorodu,"62, Street in Ikorodu, Lagos State",Day,sani.egbon@laurelhigh.com,JSS3,General,"Clubs, Drama",2019-09-01,2022-06-30
STU246,Bassey,Ejugwu,Male,12,2012-09-13,Average,No,Adamawa,Ajeromi-Ifelodun,"13, Street in Ajeromi-Ifelodun, Lagos State",Boarding,bassey.ejugwu@laurelhigh.com,SS2,Engineering,Sports,2017-09-01,2018-06-30
STU247,Philip,Patrick,Male,17,2007-02-03,Poor,No,Abuja,Ikeja,"77, Avenue in Ikeja, Lagos State",Boarding,philip.patrick@laurelhigh.com,JSS2,General,None,2019-09-01,2023-06-30
